request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_192,384.8,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-05-11. None of the available options keeps the USD 1,000.0 minimum protected."
request_193,310.62,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-05-28. None of the available options keeps the EUR 1,000.0 minimum protected."
request_194,95030.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-10-23. None of the available options keeps the INR 113,600.0 minimum protected."
request_195,1170.4,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-06,none,"Use 3 installments starting 2026-01-09. This completes the EUR 1,170.4 request and keeps the EUR 700.0 minimum protected."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 today. This keeps the EUR 500.0 minimum protected over the next 90 days.
request_197,50939000.0,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Use 3 installments starting 2025-11-19. This completes the IDR 50,939,000.0 request and keeps the IDR 26,245,900.0 minimum protected."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800.0,2026-07-07,none,"Pay INR 185,800.0 today. This keeps the INR 124,300.0 minimum protected over the next 90 days."
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments starting 2024-09-07. This completes the IDR 23,674,000.0 request and keeps the IDR 25,359,500.0 minimum protected."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000.0,2025-02-06,none,"Pay IDR 21,717,000.0 today. This keeps the IDR 20,114,600.0 minimum protected over the next 90 days."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000.0,2026-04-03,none,"Pay IDR 23,997,000.0 today. This keeps the IDR 17,304,500.0 minimum protected over the next 90 days."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900.0,2024-12-05,none,"Pay INR 123,900.0 today. This keeps the INR 147,800.0 minimum protected over the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments starting 2025-05-10. This completes the EUR 1,442.1 request and keeps the EUR 1,400.0 minimum protected."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"Pay EUR 588.74 today. This keeps the EUR 1,300.0 minimum protected over the next 90 days."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000.0,2024-03-06,none,"Pay IDR 10,621,000.0 today. This keeps the IDR 13,994,300.0 minimum protected over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments starting 2025-08-03. This completes the EUR 1,404.7 request and keeps the EUR 900.0 minimum protected."
request_207,11830.0,affordable_now,full_payment,2026-07-05:11830.0,2026-07-05,none,"Pay ZAR 11,830.0 today. This keeps the ZAR 13,600.0 minimum protected over the next 90 days."
request_208,4413000.0,affordable_now,full_payment,2024-06-07:4413000.0,2024-06-07,none,"Pay IDR 4,413,000.0 today. This keeps the IDR 10,470,700.0 minimum protected over the next 90 days."
request_209,8625.1,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-11-25. None of the available options keeps the ZAR 18,400.0 minimum protected."
request_210,1360.02,affordable_later,wait,2026-04-06:1360.02,2026-04-06,none,"Pay USD 1,360.02 in full on 2026-04-06. Paying earlier would take the balance below the USD 2,000.0 minimum."
request_211,1227.89,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-11-15. None of the available options keeps the EUR 1,500.0 minimum protected."
request_212,22344000.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-28. None of the available options keeps the IDR 29,579,800.0 minimum protected."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments starting 2026-01-21. This completes the USD 3,362.4 request and keeps the USD 2,100.0 minimum protected."
request_214,69750.0,affordable_with_plan,installments,2024-12-04:36270.0|2025-01-01:36270.0,2024-12-04,none,"Use 2 installments starting 2024-12-04. This completes the INR 69,750.0 request and keeps the INR 174,900.0 minimum protected."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments starting 2025-05-09. This completes the ZAR 29,986.0 request and keeps the ZAR 15,700.0 minimum protected."
request_216,1166.8,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-15. None of the available options keeps the USD 1,800.0 minimum protected."
request_217,31601.97,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-05-21. None of the available options keeps the ZAR 26,800.0 minimum protected."
request_218,37942414.8,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-10-06. None of the available options keeps the IDR 34,477,200.0 minimum protected."
request_219,1673.1,affordable_later,wait,2026-04-04:1673.1,2026-04-04,none,"Pay EUR 1,673.1 in full on 2026-04-04. Paying earlier would take the balance below the EUR 1,100.0 minimum."
request_220,307.32,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-07-03. None of the available options keeps the EUR 1,100.0 minimum protected."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800.0,2025-11-03,none,"Pay INR 109,800.0 today. This keeps the INR 81,500.0 minimum protected over the next 90 days."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078.0,2026-01-05,none,"Pay ZAR 34,078.0 today. This keeps the ZAR 27,300.0 minimum protected over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today. This keeps the EUR 800.0 minimum protected over the next 90 days.
request_224,10327000.0,affordable_with_plan,installments,2025-02-04:5370040.0|2025-03-04:5370040.0,2025-02-04,none,"Use 2 installments starting 2025-02-04. This completes the IDR 10,327,000.0 request and keeps the IDR 22,187,600.0 minimum protected."
request_225,18120459.6,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-21. None of the available options keeps the IDR 17,670,700.0 minimum protected."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000.0,2024-12-03,none,"Pay INR 157,000.0 today. This keeps the INR 209,400.0 minimum protected over the next 90 days."
request_227,42755.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-20. None of the available options keeps the INR 62,900.0 minimum protected."
request_228,10557350.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-04-30. None of the available options keeps the IDR 26,191,200.0 minimum protected."
request_229,727.52,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-05-23. None of the available options keeps the EUR 1,000.0 minimum protected."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Pay EUR 3,537.6 today. This keeps the EUR 2,000.0 minimum protected over the next 90 days."
request_231,35706.0,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments starting 2026-01-06. This completes the ZAR 35,706.0 request and keeps the ZAR 24,300.0 minimum protected."
request_232,1869.4,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-15. None of the available options keeps the EUR 2,400.0 minimum protected."
request_233,6241000.0,affordable_with_plan,installments,2025-11-14:3245320.0|2025-12-15:3245320.0,2025-11-07,none,"Use 2 installments starting 2025-11-14. This completes the IDR 6,241,000.0 request and keeps the IDR 10,365,700.0 minimum protected."
request_234,528.6,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-09-15. None of the available options keeps the EUR 700.0 minimum protected.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today. This keeps the USD 700.0 minimum protected over the next 90 days.
request_236,14404850.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-02-23. None of the available options keeps the IDR 16,768,600.0 minimum protected."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000.0,2026-04-05,none,"Pay IDR 23,826,000.0 today. This keeps the IDR 22,431,500.0 minimum protected over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Use 3 installments starting 2024-12-07. This completes the USD 663.6 request and keeps the USD 700.0 minimum protected.
request_239,642.0,affordable_now,full_payment,2025-05-04:642.0,2025-05-04,none,Pay USD 642.0 today. This keeps the USD 600.0 minimum protected over the next 90 days.
request_240,37400.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-03-20. None of the available options keeps the INR 52,800.0 minimum protected."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments starting 2024-03-17. This completes the IDR 21,052,000.0 request and keeps the IDR 19,252,000.0 minimum protected."
request_242,369.4,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25. None of the available options keeps the EUR 600.0 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.0,2026-07-07,none,"Pay ZAR 17,468.0 today. This keeps the ZAR 19,900.0 minimum protected over the next 90 days."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918.0,2024-06-04,none,"Pay ZAR 49,918.0 today. This keeps the ZAR 45,900.0 minimum protected over the next 90 days."
request_245,65760.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-15. None of the available options keeps the INR 94,600.0 minimum protected."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments starting 2026-04-03. This completes the ZAR 64,086.0 request and keeps the ZAR 39,300.0 minimum protected."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Pay EUR 1,059.3 today. This keeps the EUR 1,300.0 minimum protected over the next 90 days."
request_248,1507.36,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-28. None of the available options keeps the USD 1,300.0 minimum protected."
request_249,342.4,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-15. None of the available options keeps the USD 600.0 minimum protected.
request_250,28820.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-01-18. None of the available options keeps the ZAR 35,300.0 minimum protected."
request_251,1513.6,affordable_later,wait,2025-05-03:1513.6,2025-05-03,none,"Pay EUR 1,513.6 in full on 2025-05-03. Paying earlier would take the balance below the EUR 1,300.0 minimum."
request_252,9110500.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-09-15. None of the available options keeps the IDR 15,152,200.0 minimum protected."
request_253,2143.57,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-06-01. None of the available options keeps the EUR 2,300.0 minimum protected."
request_254,1759.6,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-10-15. None of the available options keeps the USD 2,500.0 minimum protected."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.0,2026-04-06,none,"Pay IDR 3,345,000.0 today. This keeps the IDR 9,813,900.0 minimum protected over the next 90 days."
request_256,218700.0,affordable_later,wait,2024-06-03:218700.0,2024-06-03,none,"Pay INR 218,700.0 in full on 2024-06-03. Paying earlier would take the balance below the INR 168,600.0 minimum."
request_257,1085.2,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-01-15. None of the available options keeps the USD 1,600.0 minimum protected."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,113.6 today. This keeps the USD 500.0 minimum protected over the next 90 days."
request_259,627.3,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-11-15. None of the available options keeps the EUR 600.0 minimum protected.
request_260,13522300.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-18. None of the available options keeps the IDR 20,727,700.0 minimum protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830.4 today. This keeps the EUR 1,500.0 minimum protected over the next 90 days."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000.0,2024-12-05,none,"Pay IDR 9,236,000.0 today. This keeps the IDR 31,018,500.0 minimum protected over the next 90 days."
request_263,13750.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-06-15. None of the available options keeps the ZAR 24,100.0 minimum protected."
request_264,39795.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-15. None of the available options keeps the INR 59,500.0 minimum protected."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970.0,2024-03-06,none,"Pay INR 45,970.0 today. This keeps the INR 189,700.0 minimum protected over the next 90 days."
request_266,935.0,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,Use 3 installments starting 2025-08-03. This completes the EUR 935.0 request and keeps the EUR 900.0 minimum protected.
request_267,1925.0,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-05,none,"Use 3 installments starting 2026-01-08. This completes the EUR 1,925.0 request and keeps the EUR 1,500.0 minimum protected."
request_268,1512.52,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-08-15. None of the available options keeps the EUR 1,400.0 minimum protected."
request_269,15490.0,affordable_now,full_payment,2025-11-04:15490.0,2025-11-04,none,"Pay ZAR 15,490.0 today. This keeps the ZAR 23,100.0 minimum protected over the next 90 days."
request_270,535.4,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-08-30. None of the available options keeps the USD 1,400.0 minimum protected."
request_271,84760.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2024-11-15. None of the available options keeps the INR 58,200.0 minimum protected."
request_272,8815924.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2025-04-10. None of the available options keeps the IDR 7,508,600.0 minimum protected."
request_273,13372200.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2026-06-15. None of the available options keeps the IDR 18,774,600.0 minimum protected."
request_274,2713.7,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-04,none,"Use 3 installments starting 2024-12-04. This completes the EUR 2,713.7 request and keeps the EUR 1,800.0 minimum protected."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000.0,2025-05-06,none,"Pay IDR 15,884,000.0 today. This keeps the IDR 12,760,100.0 minimum protected over the next 90 days."
